timestamp,price
2024-10-09 09:15:00,159.54
2024-10-09 09:15:01,159.5
2024-10-09 09:15:02,159.44
2024-10-09 09:15:03,159.42
2024-10-09 09:15:04,159.34
2024-10-09 09:15:05,159.16
2024-10-09 09:15:06,159.16
2024-10-09 09:15:07,159.04
2024-10-09 09:15:09,158.84
2024-10-09 09:15:10,158.96
2024-10-09 09:15:11,158.75
2024-10-09 09:15:12,158.76
2024-10-09 09:15:13,158.73
2024-10-09 09:15:14,158.61
2024-10-09 09:15:15,158.71
2024-10-09 09:15:16,158.94
2024-10-09 09:15:17,158.97
2024-10-09 09:15:18,159.2
2024-10-09 09:15:19,159.2
2024-10-09 09:15:20,159.04
2024-10-09 09:15:21,159.19
2024-10-09 09:15:22,159.04
2024-10-09 09:15:24,159.1
2024-10-09 09:15:25,159.03
2024-10-09 09:15:26,158.93
2024-10-09 09:15:27,159.18
2024-10-09 09:15:28,159.13
2024-10-09 09:15:29,159.08
2024-10-09 09:15:30,159.22
2024-10-09 09:15:31,159.15
2024-10-09 09:15:32,159.22
2024-10-09 09:15:33,159.42
2024-10-09 09:15:34,159.42
2024-10-09 09:15:35,159.57
2024-10-09 09:15:37,159.53
2024-10-09 09:15:38,159.45
2024-10-09 09:15:39,159.48
2024-10-09 09:15:40,159.42
2024-10-09 09:15:41,159.49
2024-10-09 09:15:42,159.32
2024-10-09 09:15:43,159.45
2024-10-09 09:15:44,159.42
2024-10-09 09:15:45,159.67
2024-10-09 09:15:46,159.63
2024-10-09 09:15:47,159.61
2024-10-09 09:15:48,159.75
2024-10-09 09:15:50,159.83
2024-10-09 09:15:51,159.72
2024-10-09 09:15:52,159.71
2024-10-09 09:15:53,159.7
2024-10-09 09:15:54,159.7
2024-10-09 09:15:55,159.7
2024-10-09 09:15:56,159.89
2024-10-09 09:15:57,159.78
2024-10-09 09:15:58,159.88
2024-10-09 09:15:59,159.9
2024-10-09 09:16:01,159.9
2024-10-09 09:16:02,159.92
2024-10-09 09:16:03,159.83
2024-10-09 09:16:04,159.91
2024-10-09 09:16:05,159.81
2024-10-09 09:16:06,159.88
2024-10-09 09:16:07,159.8
2024-10-09 09:16:08,159.76
2024-10-09 09:16:09,159.76
2024-10-09 09:16:10,159.85
2024-10-09 09:16:12,159.76
2024-10-09 09:16:13,159.67
2024-10-09 09:16:14,159.65
2024-10-09 09:16:15,159.64
2024-10-09 09:16:16,159.71
2024-10-09 09:16:17,159.61
2024-10-09 09:16:18,159.74
2024-10-09 09:16:19,159.77
2024-10-09 09:16:20,159.77
2024-10-09 09:16:21,159.79
2024-10-09 09:16:23,159.66
2024-10-09 09:16:24,159.7
2024-10-09 09:16:25,159.6
2024-10-09 09:16:26,159.72
2024-10-09 09:16:27,159.67
2024-10-09 09:16:28,159.69
2024-10-09 09:16:29,159.69
2024-10-09 09:16:30,159.67
2024-10-09 09:16:31,159.69
2024-10-09 09:16:32,159.77
2024-10-09 09:16:33,159.7
2024-10-09 09:16:35,159.76
2024-10-09 09:16:36,159.7
2024-10-09 09:16:37,159.63
2024-10-09 09:16:38,159.65
2024-10-09 09:16:39,159.69
2024-10-09 09:16:40,159.69
2024-10-09 09:16:41,159.69
2024-10-09 09:16:42,159.61
2024-10-09 09:16:43,159.62
2024-10-09 09:16:44,159.64
2024-10-09 09:16:45,159.6
2024-10-09 09:16:46,159.33
2024-10-09 09:16:48,159.49
2024-10-09 09:16:49,159.38
2024-10-09 09:16:50,159.5
2024-10-09 09:16:51,159.51
2024-10-09 09:16:52,159.5
2024-10-09 09:16:53,159.47
2024-10-09 09:16:54,159.5
2024-10-09 09:16:55,159.51
2024-10-09 09:16:56,159.51
2024-10-09 09:16:57,159.6
2024-10-09 09:16:58,159.58
2024-10-09 09:16:59,159.63
2024-10-09 09:17:01,159.59
2024-10-09 09:17:02,159.52
2024-10-09 09:17:03,159.59
2024-10-09 09:17:04,159.59
2024-10-09 09:17:05,159.53
2024-10-09 09:17:06,159.61
2024-10-09 09:17:07,159.63
2024-10-09 09:17:08,159.59
2024-10-09 09:17:09,159.57
2024-10-09 09:17:10,159.56
2024-10-09 09:17:11,159.45
2024-10-09 09:17:12,159.5
2024-10-09 09:17:14,159.5
2024-10-09 09:17:15,159.51
2024-10-09 09:17:16,159.51
2024-10-09 09:17:17,159.53
2024-10-09 09:17:18,159.53
2024-10-09 09:17:19,159.36
2024-10-09 09:17:20,159.47
2024-10-09 09:17:21,159.5
2024-10-09 09:17:22,159.45
2024-10-09 09:17:23,159.47
2024-10-09 09:17:24,159.52
2024-10-09 09:17:25,159.54
2024-10-09 09:17:26,159.55
2024-10-09 09:17:27,159.53
2024-10-09 09:17:29,159.57
2024-10-09 09:17:30,159.62
2024-10-09 09:17:31,159.65
2024-10-09 09:17:32,159.7
2024-10-09 09:17:33,159.7
2024-10-09 09:17:34,159.64
2024-10-09 09:17:35,159.55
2024-10-09 09:17:36,159.56
2024-10-09 09:17:37,159.44
2024-10-09 09:17:38,159.35
2024-10-09 09:17:40,159.48
2024-10-09 09:17:41,159.47
2024-10-09 09:17:42,159.55
2024-10-09 09:17:43,159.47
2024-10-09 09:17:44,159.44
2024-10-09 09:17:45,159.46
2024-10-09 09:17:46,159.47
2024-10-09 09:17:47,159.51
2024-10-09 09:17:48,159.46
2024-10-09 09:17:49,159.5
2024-10-09 09:17:50,159.5
2024-10-09 09:17:51,159.55
2024-10-09 09:17:53,159.53
2024-10-09 09:17:54,159.53
2024-10-09 09:17:55,159.5
2024-10-09 09:17:56,159.42
2024-10-09 09:17:57,159.37
2024-10-09 09:17:58,159.39
2024-10-09 09:17:59,159.32
2024-10-09 09:18:00,159.35
2024-10-09 09:18:01,159.38
2024-10-09 09:18:02,159.4
2024-10-09 09:18:03,159.37
2024-10-09 09:18:04,159.32
2024-10-09 09:18:05,159.33
2024-10-09 09:18:06,159.4
2024-10-09 09:18:08,159.35
2024-10-09 09:18:09,159.42
2024-10-09 09:18:10,159.41
2024-10-09 09:18:11,159.35
2024-10-09 09:18:12,159.4
2024-10-09 09:18:13,159.36
2024-10-09 09:18:14,159.36
2024-10-09 09:18:15,159.35
2024-10-09 09:18:16,159.35
2024-10-09 09:18:17,159.3
2024-10-09 09:18:18,159.26
2024-10-09 09:18:20,159.26
2024-10-09 09:18:21,159.32
2024-10-09 09:18:22,159.32
2024-10-09 09:18:23,159.35
2024-10-09 09:18:24,159.29
2024-10-09 09:18:25,159.31
2024-10-09 09:18:26,159.3
2024-10-09 09:18:27,159.27
2024-10-09 09:18:28,159.31
2024-10-09 09:18:29,159.2
2024-10-09 09:18:30,159.16
2024-10-09 09:18:31,159.08
2024-10-09 09:18:33,159.19
2024-10-09 09:18:34,159.14
2024-10-09 09:18:35,159.07
2024-10-09 09:18:36,159.08
2024-10-09 09:18:37,159.14
2024-10-09 09:18:38,159.15
2024-10-09 09:18:39,159.1
2024-10-09 09:18:40,159.1
2024-10-09 09:18:41,159.1
2024-10-09 09:18:42,159.07
2024-10-09 09:18:43,159.04
2024-10-09 09:18:44,158.99
2024-10-09 09:18:46,159.0
2024-10-09 09:18:47,159.19
2024-10-09 09:18:48,159.2
2024-10-09 09:18:49,159.14
2024-10-09 09:18:50,159.14
2024-10-09 09:18:51,159.08
2024-10-09 09:18:52,159.08
2024-10-09 09:18:53,159.07
2024-10-09 09:18:54,159.07
2024-10-09 09:18:55,159.11
2024-10-09 09:18:56,158.98
2024-10-09 09:18:57,159.02
2024-10-09 09:18:58,158.93
2024-10-09 09:19:00,158.9
2024-10-09 09:19:01,158.88
2024-10-09 09:19:02,158.88
2024-10-09 09:19:03,158.75
2024-10-09 09:19:04,158.76
2024-10-09 09:19:05,158.75
2024-10-09 09:19:06,158.72
2024-10-09 09:19:07,158.79
2024-10-09 09:19:08,158.8
2024-10-09 09:19:09,158.81
2024-10-09 09:19:10,158.73
2024-10-09 09:19:12,158.79
2024-10-09 09:19:13,158.7
2024-10-09 09:19:14,158.73
2024-10-09 09:19:15,158.82
2024-10-09 09:19:16,158.73
2024-10-09 09:19:17,158.8
2024-10-09 09:19:18,158.77
2024-10-09 09:19:19,158.7
2024-10-09 09:19:20,158.68
2024-10-09 09:19:21,158.75
2024-10-09 09:19:23,158.88
2024-10-09 09:19:24,158.84
2024-10-09 09:19:25,158.87
2024-10-09 09:19:26,158.79
2024-10-09 09:19:27,158.88
2024-10-09 09:19:28,158.98
2024-10-09 09:19:29,158.83
2024-10-09 09:19:30,158.86
2024-10-09 09:19:31,158.87
2024-10-09 09:19:32,158.93
2024-10-09 09:19:34,159.13
2024-10-09 09:19:35,159.09
2024-10-09 09:19:36,159.19
2024-10-09 09:19:37,159.19
2024-10-09 09:19:38,159.19
2024-10-09 09:19:39,159.18
2024-10-09 09:19:40,159.12
2024-10-09 09:19:41,159.08
2024-10-09 09:19:42,159.15
2024-10-09 09:19:43,159.24
2024-10-09 09:19:44,159.14
2024-10-09 09:19:45,159.12
2024-10-09 09:19:46,159.16
2024-10-09 09:19:48,159.13
2024-10-09 09:19:49,159.11
2024-10-09 09:19:50,159.16
2024-10-09 09:19:51,159.11
2024-10-09 09:19:52,159.09
2024-10-09 09:19:53,159.21
2024-10-09 09:19:54,159.28
2024-10-09 09:19:55,159.28
2024-10-09 09:19:56,159.3
2024-10-09 09:19:57,159.28
2024-10-09 09:19:58,159.23
2024-10-09 09:20:00,159.23
2024-10-09 09:20:01,159.26
2024-10-09 09:20:02,159.19
2024-10-09 09:20:03,159.23
2024-10-09 09:20:04,159.23
2024-10-09 09:20:05,159.23
2024-10-09 09:20:06,159.25
2024-10-09 09:20:07,159.26
2024-10-09 09:20:08,159.25
2024-10-09 09:20:09,159.26
2024-10-09 09:20:10,159.26
2024-10-09 09:20:11,159.26
